Title,Price,N_Rooms,Square_meters,Floors,BathRooms,Neighborhood
"Trilocale via Antonio Lotti 200, Infernetto, Roma",315000,3,97.0,2,,"Axa, Casal Palocco, Infernetto "
"Bilocale via Dobbiaco, Infernetto, Roma",215000,2,55.0,0,,"Axa, Casal Palocco, Infernetto "
"Villa a schiera via Porfirio di Tiro, Axa, Roma",365000,5+,120.0,,2,"Axa, Casal Palocco, Infernetto "
"Quadrilocale largo Trasibulo di Stiria, Casal Palocco, Roma",359000,4,110.0,1,2,"Axa, Casal Palocco, Infernetto "
"Villa unifamiliare via Neglia Francesco Paolo, Infernetto, Roma",590000,5+,210.0,,3+,"Axa, Casal Palocco, Infernetto "
"Villa plurifamiliare via Pieve Tesino, Infernetto, Roma",488000,5+,200.0,,3,"Axa, Casal Palocco, Infernetto "
"Villa plurifamiliare via Dobbiaco, Infernetto, Roma",299000,4,140.0,,3,"Axa, Casal Palocco, Infernetto "
"Bilocale via Padre Massaruti, Casal Palocco, Roma",215000,2,60.0,2,,"Axa, Casal Palocco, Infernetto "
"Villa a schiera via Simonide 36, Axa, Roma",399000,4,130.0,,3,"Axa, Casal Palocco, Infernetto "
Appartamenti di nuova costruzione a Roma,118000,1 - 3,41.0,,,"Axa, Casal Palocco, Infernetto "
"Bilocale via Merano, Infernetto, Roma",235000,2,60.0,1,2,"Axa, Casal Palocco, Infernetto "
"Villa bifamiliare via Euripide, Axa, Roma",519000,5+,320.0,,3+,"Axa, Casal Palocco, Infernetto "
"Villa bifamiliare via Nicanore di Alessandria 25, Casal Palocco, Roma",799000,5+,610.0,,3+,"Axa, Casal Palocco, Infernetto "
"Villa a schiera via Aristofane, Axa, Roma",270000,3,130.0,,2,"Axa, Casal Palocco, Infernetto "
"Villa unifamiliare via Nogaredo, Infernetto, Roma",425000,5,180.0,,2,"Axa, Casal Palocco, Infernetto "
"Trilocale viale Prassilla, Casal Palocco, Roma",249000,3,90.0,2,2,"Axa, Casal Palocco, Infernetto "
"Bilocale via Euripide, Axa, Roma",165000,2,63.0,,,"Axa, Casal Palocco, Infernetto "
"Villa unifamiliare via Licinio Refice 10, Infernetto, Roma",395000,4,220.0,,2,"Axa, Casal Palocco, Infernetto "
"Villa plurifamiliare via Francesco Cilea, Infernetto, Roma",358000,5,160.0,,3,"Axa, Casal Palocco, Infernetto "
"Villa plurifamiliare via Epicarmo, Axa, Roma",699000,5+,280.0,,3+,"Axa, Casal Palocco, Infernetto "
"Villa all'asta piazza Fonte degli Acilii 5, Roma",143400,4,146.0,,,"Axa, Casal Palocco, Infernetto "
"Monolocale via Francesco Morlacchi 26, Infernetto, Roma",89000,,36.0,3,,"Axa, Casal Palocco, Infernetto "
"Villa a schiera via Antonio Raffaello Mengs, Casal Palocco, Roma",290000,3,108.0,,2,"Axa, Casal Palocco, Infernetto "
"Villa plurifamiliare via Gian Francesco Malipiero 76, Infernetto, Roma",295000,3,136.0,,3,"Axa, Casal Palocco, Infernetto "
"Villa unifamiliare viale castel porziano 430, Infernetto, Roma",379000,5,150.0,,2,"Axa, Casal Palocco, Infernetto "
"Bilocale via Domenico Alaleona 80/C, Infernetto, Roma",139000,2,46.0,1,,"Axa, Casal Palocco, Infernetto "
"Trilocale via Torcegno 254, Infernetto, Roma",208900,3,78.0,1,2,"Axa, Casal Palocco, Infernetto "
"Quadrilocale via Caines, Infernetto, Roma",269000,4,110.0,1,2,"Axa, Casal Palocco, Infernetto "
"Villa bifamiliare via Tirteo, Casal Palocco, Roma",549000,5+,450.0,,3+,"Axa, Casal Palocco, Infernetto "
"Villa plurifamiliare via Tespi, Axa, Roma",495000,5+,281.0,,3+,"Axa, Casal Palocco, Infernetto "
"Villa a schiera via Annibale Zoilo, Infernetto, Roma",260000,4,83.0,,2,"Axa, Casal Palocco, Infernetto "
"Villa plurifamiliare, buono stato, 130 m�, Infernetto, Roma",269000,5,130.0,,2,"Axa, Casal Palocco, Infernetto "
"Bilocale piazza Eschilo, Axa, Roma",249000,2,70.0,3,,"Axa, Casal Palocco, Infernetto "
"Bilocale via San Candido, Infernetto, Roma",155000,2,60.0,1,,"Axa, Casal Palocco, Infernetto "
"Villa unifamiliare via Gaspare Scuderi, Infernetto, Roma",549000,5+,210.0,,3+,"Axa, Casal Palocco, Infernetto "
"Villa plurifamiliare via Franco Alfano, Infernetto, Roma",328000,5+,150.0,,3,"Axa, Casal Palocco, Infernetto "
"Villa a schiera viale di Castel Porziano 499, Infernetto, Roma",249000,3,85.0,,2,"Axa, Casal Palocco, Infernetto "
"Villa plurifamiliare via Cristoforo Colombo, Casal Palocco, Roma",690000,5+,244.0,,3+,"Axa, Casal Palocco, Infernetto "
"Villa bifamiliare via Orazio Vecchi, Infernetto, Roma",389000,5+,190.0,,2,"Axa, Casal Palocco, Infernetto "
"Quadrilocale largo Alcibiade, Casal Palocco, Roma",468000,4,110.0,0,2,"Axa, Casal Palocco, Infernetto "
"Villa bifamiliare via Umberto Giordano, Infernetto, Roma",280000,4,151.0,,2,"Axa, Casal Palocco, Infernetto "
"Quadrilocale via Padre Corsi, Casal Palocco, Roma",195000,4,169.0,2,2,"Axa, Casal Palocco, Infernetto "
"Bilocale via Pindaro, Casal Palocco, Roma",199000,2,50.0,0,,"Axa, Casal Palocco, Infernetto "
"Villa a schiera via Santa Cristina Valgardena 49, Infernetto, Roma",300000,4,105.0,,2,"Axa, Casal Palocco, Infernetto "
"Bilocale via Franco Alfano, Infernetto, Roma",140000,2,55.0,1,,"Axa, Casal Palocco, Infernetto "
"Villa a schiera viale Gorgia di Leontini 330, Casal Palocco, Roma",450000,5+,200.0,,3,"Axa, Casal Palocco, Infernetto "
"Appartamento via Archelao di Mileto, Casal Palocco, Roma",349000,5,140.0,0,2,"Axa, Casal Palocco, Infernetto "
"Villa unifamiliare viale Alessandro Magno, Casal Palocco, Roma",510000,5,212.0,,2,"Axa, Casal Palocco, Infernetto "
"Villa bifamiliare via Lino Liviabella, Infernetto, Roma",448000,4,140.0,,3,"Axa, Casal Palocco, Infernetto "
"Villa unifamiliare via Guglielmo Zuelli 25, Infernetto, Roma",485000,5+,260.0,,3+,"Axa, Casal Palocco, Infernetto "
"Attico via Archippo, Casal Palocco, Roma",175000,2,80.0,2,,"Axa, Casal Palocco, Infernetto "
"Villa bifamiliare via Ermanno Wolf-Ferrari 292, Infernetto, Roma",540000,5+,274.0,,3,"Axa, Casal Palocco, Infernetto "
"Villa plurifamiliare via Teodoro Matteini, Casal Palocco, Roma",380000,4,220.0,,2,"Axa, Casal Palocco, Infernetto "
"Bilocale via Alberto Franchetti, Infernetto, Roma",196008,2,67.0,,,"Axa, Casal Palocco, Infernetto "
"Bilocale via Alberto Franchetti, Infernetto, Roma",201782,2,74.0,0,,"Axa, Casal Palocco, Infernetto "
"Trilocale via Alberto Franchetti, Infernetto, Roma",254577,3,102.0,0,2,"Axa, Casal Palocco, Infernetto "
"Trilocale via Alberto Franchetti, Infernetto, Roma",287360,3,102.0,,2,"Axa, Casal Palocco, Infernetto "
"Villa unifamiliare via Zenone di Elea, Casal Palocco, Roma",3500000,5+,311.0,,3+,"Axa, Casal Palocco, Infernetto "
"Villa a schiera viale Alessandro Magno, Casal Palocco, Roma",895000,5,245.0,,2,"Axa, Casal Palocco, Infernetto "
"Quadrilocale via Bersone, Infernetto, Roma",210000,4,90.0,1 - 2,,"Axa, Casal Palocco, Infernetto "
"Villa a schiera via Ermanno Wolf Ferrari, Infernetto, Roma",420000,4,110.0,,2,"Axa, Casal Palocco, Infernetto "
"Trilocale via Padre Perilli 54, Casal Palocco, Roma",289000,3,90.0,4,2,"Axa, Casal Palocco, Infernetto "
"Villa plurifamiliare via Attilio Momigliano, Infernetto, Roma",299000,5,200.0,,3+,"Axa, Casal Palocco, Infernetto "
"Trilocale via Acusilao, Casal Palocco, Roma",319000,3,84.0,0,,"Axa, Casal Palocco, Infernetto "
"Villa bifamiliare via torcegno, Infernetto, Roma",299000,5+,160.0,,3,"Axa, Casal Palocco, Infernetto "
"Villa unifamiliare via Torcegno, Infernetto, Roma",830000,5+,250.0,,3,"Axa, Casal Palocco, Infernetto "
"Villa bifamiliare via Senofane, Casal Palocco, Roma",729000,4,240.0,,3+,"Axa, Casal Palocco, Infernetto "
"Villa plurifamiliare via Tirteo, Casal Palocco, Roma",529000,5+,350.0,,3+,"Axa, Casal Palocco, Infernetto "
"Villa plurifamiliare via Pio Rajna, Infernetto, Roma",329000,5+,160.0,,3,"Axa, Casal Palocco, Infernetto "
"Quadrilocale via Senofane 86, Axa, Roma",560000,4,175.0,0,3,"Axa, Casal Palocco, Infernetto "
"Quadrilocale via Cavareno, Infernetto, Roma",239000,4,110.0,,2,"Axa, Casal Palocco, Infernetto "
"Villa plurifamiliare viale Gorgia di Leontini, Casal Palocco, Roma",599000,5,250.0,,2,"Axa, Casal Palocco, Infernetto "
"Villa bifamiliare via Funes, Infernetto, Roma",335000,4,160.0,,2,"Axa, Casal Palocco, Infernetto "
"Trilocale via Teognide, Axa, Roma",340000,3,93.0,1,,"Axa, Casal Palocco, Infernetto "
"Villa a schiera via Giuseppe Antonio Borgese, Infernetto, Roma",249000,3,110.0,,3,"Axa, Casal Palocco, Infernetto "
"Villa plurifamiliare via Italo Montemezzi, Infernetto, Roma",270000,4,112.0,,2,"Axa, Casal Palocco, Infernetto "
"Villa unifamiliare via Senofane, Casal Palocco, Roma",1450000,5+,350.0,,3+,"Axa, Casal Palocco, Infernetto "
"Villa bifamiliare via Malosco, Infernetto, Roma",399000,5+,200.0,,3,"Axa, Casal Palocco, Infernetto "
"Quadrilocale via Euripide, Axa, Roma",359000,4,140.0,0,,"Axa, Casal Palocco, Infernetto "
"Quadrilocale via Euripide 48, Axa, Roma",270000,4,92.0,3,2,"Axa, Casal Palocco, Infernetto "
"Villa bifamiliare viale Tucidide 1, Casal Palocco, Roma",1800000,5+,380.0,,3,"Axa, Casal Palocco, Infernetto "
"Villa a schiera via Antimaco, Casal Palocco, Roma",499000,5,200.0,,3,"Axa, Casal Palocco, Infernetto "
"Trilocale buono stato, primo piano, Infernetto, Roma",219000,3,80.0,1,2,"Axa, Casal Palocco, Infernetto "
"Trilocale buono stato, primo piano, Infernetto, Roma",205000,3,80.0,1,2,"Axa, Casal Palocco, Infernetto "
"Appartamento via Telefane, Casal Palocco, Roma",345000,5+,130.0,1,2,"Axa, Casal Palocco, Infernetto "
"Villa plurifamiliare via Giulio Bertoni, Infernetto, Roma",369000,4,140.0,,2,"Axa, Casal Palocco, Infernetto "
"Villa bifamiliare via Giuseppe Ottavio Pitoni 51, Infernetto, Roma",420000,3,115.0,,3,"Axa, Casal Palocco, Infernetto "
"Villa plurifamiliare via Orazio Vecchi, Infernetto, Roma",370000,4,127.0,,2,"Axa, Casal Palocco, Infernetto "
"Villa a schiera via Giuseppe Antonio Borgese, Infernetto, Roma",289000,5,150.0,,3,"Axa, Casal Palocco, Infernetto "
"Villa unifamiliare via Giuseppe Ottavio Pitoni 51, Infernetto, Roma",450000,3,115.0,,3,"Axa, Casal Palocco, Infernetto "
"Villa plurifamiliare via Lauregno, Infernetto, Roma",349000,4,160.0,,3,"Axa, Casal Palocco, Infernetto "
"Appartamento all'asta viale di Castel Porziano , 697, Roma",615360,5+,1.483,0,,"Axa, Casal Palocco, Infernetto "
"Villa unifamiliare via Stilpone di Megara, Casal Palocco, Roma",559000,5+,220.0,,3,"Axa, Casal Palocco, Infernetto "
"Villa bifamiliare, ottimo stato, 208 m�, Infernetto, Roma",335000,5,208.0,,3,"Axa, Casal Palocco, Infernetto "
"Villa plurifamiliare via Pietro Castrucci, Infernetto, Roma",370000,5,220.0,,3,"Axa, Casal Palocco, Infernetto "
"Bilocale via Novaledo, Infernetto, Roma",159000,2,63.0,2,,"Axa, Casal Palocco, Infernetto "
"Villa a schiera via Marlengo, Infernetto, Roma",329000,5,170.0,,3,"Axa, Casal Palocco, Infernetto "
"Villa all'asta viale di Castel Porziano 697, Roma",615360,5+,2.068,,,"Axa, Casal Palocco, Infernetto "
"Villa all'asta viale di Castel Porziano, 697, Roma",615360,5+,1.315,,,"Axa, Casal Palocco, Infernetto "
"Villa all'asta viale di Castel Porziano 697, Roma",615360,5+,1.035,,,"Axa, Casal Palocco, Infernetto "
"Villa plurifamiliare via Salorno 64D, Infernetto, Roma",227000,3,90.0,,,"Axa, Casal Palocco, Infernetto "
"Trilocale via Cesare Dobici, Infernetto, Roma",298000,3,180.0,0,2,"Axa, Casal Palocco, Infernetto "
"Villa all'asta viale di Castel Porziano 697 - 00124 Roma, Roma",615360,,600.0,,,"Axa, Casal Palocco, Infernetto "
"Villa unifamiliare via Ipponatte 27, Casal Palocco, Roma",1420000,5+,750.0,,3+,"Axa, Casal Palocco, Infernetto "
"Villa a schiera via Anterivo, Infernetto, Roma",269000,5,140.0,,2,"Axa, Casal Palocco, Infernetto "
"Villa bifamiliare viale di Castel Porziano 362, Infernetto, Roma",348000,5,130.0,,2,"Axa, Casal Palocco, Infernetto "
"Trilocale ottimo stato, primo piano, Infernetto, Roma",199000,3,90.0,1,2,"Axa, Casal Palocco, Infernetto "
"Bilocale via Archelao di Mileto, Casal Palocco, Roma",269000,2,76.0,2,,"Axa, Casal Palocco, Infernetto "
"Trilocale via Posidippo, Axa, Roma",249000,3,120.0,1,2,"Axa, Casal Palocco, Infernetto "
"Villa bifamiliare via Predazzo, Infernetto, Roma",399000,5,230.0,,3,"Axa, Casal Palocco, Infernetto "
"Villa a schiera via Giuseppe Antonio Borgese, Infernetto, Roma",279000,3,145.0,,2,"Axa, Casal Palocco, Infernetto "
"Villa plurifamiliare via Bedollo, Infernetto, Roma",519000,5+,200.0,,3,"Axa, Casal Palocco, Infernetto "
"Attico via Antonio Lotti, Infernetto, Roma",485000,4,119.0,3,3,"Axa, Casal Palocco, Infernetto "
"Villa unifamiliare via Guglielmo Zuelli 25, Infernetto, Roma",485000,5+,260.0,,3+,"Axa, Casal Palocco, Infernetto "
"Bilocale via Della Cacciuta, Infernetto, Roma",130000,2,52.0,2,,"Axa, Casal Palocco, Infernetto "
"Quadrilocale via Francesco Chiaromonte, Infernetto, Roma",259000,4,100.0,2,,"Axa, Casal Palocco, Infernetto "
"Villa plurifamiliare viale Gorgia di Leontini, Casal Palocco, Roma",780000,5+,253.0,,3,"Axa, Casal Palocco, Infernetto "
"Villa unifamiliare via Luzzasco Luzzaschi 18, Infernetto, Roma",790000,5+,400.0,,3,"Axa, Casal Palocco, Infernetto "
"Villa unifamiliare via Giuseppe Gabetti, Infernetto, Roma",399000,5+,250.0,,3,"Axa, Casal Palocco, Infernetto "
"Villa bifamiliare via Angelo De Gubernatis, Infernetto, Roma",439000,5+,270.0,,3+,"Axa, Casal Palocco, Infernetto "
"Villa plurifamiliare via Domenico Cortopassi, Infernetto, Roma",365000,4,162.0,,3,"Axa, Casal Palocco, Infernetto "
"Villa a schiera 3 locali, da ristrutturare, Casal Palocco, Roma",320000,3,138.0,,2,"Axa, Casal Palocco, Infernetto "
"Villa unifamiliare via Anterivo, Infernetto, Roma",489000,5+,260.0,,2,"Axa, Casal Palocco, Infernetto "
"Villa plurifamiliare via Umberto Giordano, Infernetto, Roma",359000,5,160.0,,3,"Axa, Casal Palocco, Infernetto "
"Trilocale via Salorno, Infernetto, Roma",219000,3,70.0,2,,"Axa, Casal Palocco, Infernetto "
"Bilocale via Menandro 5, Axa, Roma",140000,2,46.0,0,,"Axa, Casal Palocco, Infernetto "
"Bilocale via degli Strauss, Infernetto, Roma",165000,2,60.0,1,2,"Axa, Casal Palocco, Infernetto "
"Villa plurifamiliare via Cesare Pascucci, Infernetto, Roma",389000,4,160.0,,3+,"Axa, Casal Palocco, Infernetto "
"Villa plurifamiliare viale Prassilla, Casal Palocco, Roma",279000,4,139.0,,3,"Axa, Casal Palocco, Infernetto "
"Villa bifamiliare via Licofrone, Casal Palocco, Roma",795000,5+,338.0,,3+,"Axa, Casal Palocco, Infernetto "
"Villa unifamiliare via Giovanni Battista Viotti, Infernetto, Roma",599000,5+,200.0,,2,"Axa, Casal Palocco, Infernetto "
"Villa unifamiliare viale di Castel Porziano 353, Infernetto, Roma",399000,5,204.0,,,"Axa, Casal Palocco, Infernetto "
"Attico via Villabassa 49, Infernetto, Roma",138000,2,37.0,2,,"Axa, Casal Palocco, Infernetto "
"Villa a schiera via Tespi 208, Axa, Roma",369000,5,190.0,,3,"Axa, Casal Palocco, Infernetto "
"Bilocale via Padre Massaruti, Casal Palocco, Roma",265000,2,62.0,2,,"Axa, Casal Palocco, Infernetto "
"Bilocale via Giacinto Bicurin, Casal Palocco, Roma",255000,2,60.0,3,,"Axa, Casal Palocco, Infernetto "
"Bilocale via Giacinto Bicurin, Casal Palocco, Roma",270000,2,61.0,3,,"Axa, Casal Palocco, Infernetto "
"Bilocale via Padre Massaruti, Casal Palocco, Roma",259000,2,60.0,3,,"Axa, Casal Palocco, Infernetto "
"Bilocale via Guglielmo Zuelli, Infernetto, Roma",179000,2,55.0,0,,"Axa, Casal Palocco, Infernetto "
"Villa bifamiliare via Antonio Lotti, Infernetto, Roma",449000,5,270.0,,3,"Axa, Casal Palocco, Infernetto "
"Villa unifamiliare via guglielmo zuelli 25, Infernetto, Roma",485000,5+,260.0,,3+,"Axa, Casal Palocco, Infernetto "
"Villa unifamiliare via Stesicoro, Axa, Roma",379000,5,120.0,,2,"Axa, Casal Palocco, Infernetto "
"Villa bifamiliare via Bronzolo 9, Infernetto, Roma",359000,5,165.0,,3,"Axa, Casal Palocco, Infernetto "
"Villa bifamiliare via Lauregno, Infernetto, Roma",259000,4,110.0,,2,"Axa, Casal Palocco, Infernetto "
"Villa unifamiliare via Giuseppe Antonio Borgese 41, Infernetto, Roma",376000,4,173.0,,2,"Axa, Casal Palocco, Infernetto "
"Quadrilocale via della Cacciuta, Infernetto, Roma",235000,4,110.0,2,2,"Axa, Casal Palocco, Infernetto "
"Villa a schiera via Aristofane, Axa, Roma",485000,5+,216.0,,3+,"Axa, Casal Palocco, Infernetto "
"Villa plurifamiliare via Simo, Casal Palocco, Roma",350000,3,155.0,,2,"Axa, Casal Palocco, Infernetto "
"Villa unifamiliare via Giuseppe Antonio Borgese 41, Infernetto, Roma",396000,4,167.0,,2,"Axa, Casal Palocco, Infernetto "
"Villa plurifamiliare via Niceneto, Casal Palocco, Roma",629000,5+,280.0,,3+,"Axa, Casal Palocco, Infernetto "
"Villa unifamiliare via guglielmo zuelli 25, Infernetto, Roma",485000,5+,260.0,,3+,"Axa, Casal Palocco, Infernetto "
"Trilocale via Giuseppe Lombardo Radice, Casal Palocco, Roma",240000,3,110.0,1,2,"Axa, Casal Palocco, Infernetto "
"Villa plurifamiliare via Teognide, Axa, Roma",579000,5,159.0,,3+,"Axa, Casal Palocco, Infernetto "
"Villa plurifamiliare via Alceo, Casal Palocco, Roma",790000,5+,280.0,,3+,"Axa, Casal Palocco, Infernetto "
"Villa plurifamiliare via Alfredo Gargiulo, Infernetto, Roma",420000,5,220.0,,3+,"Axa, Casal Palocco, Infernetto "
"Villa a schiera via Alcmane, Axa, Roma",440000,5+,239.0,,3,"Axa, Casal Palocco, Infernetto "
"Villa bifamiliare via Guglielmo Zuelli 25, Infernetto, Roma",485000,5+,260.0,,3+,"Axa, Casal Palocco, Infernetto "
"Villa unifamiliare via guglielmo zuelli 25, Infernetto, Roma",485000,5+,260.0,,3+,"Axa, Casal Palocco, Infernetto "
"Villa plurifamiliare via Pio Rajna 21, Infernetto, Roma",259000,5,169.0,,3,"Axa, Casal Palocco, Infernetto "
"Villetta a schiera all'asta via di Valle Aurina 1C, Roma",82500,4,113.0,,,"Axa, Casal Palocco, Infernetto "
"Villa a schiera via Antonio Lotti, Infernetto, Roma",365000,4,145.0,,3,"Axa, Casal Palocco, Infernetto "
"Villa a schiera via Antonio Lotti, Infernetto, Roma",380000,4,145.0,,2,"Axa, Casal Palocco, Infernetto "
"Villa bifamiliare via Canazei, Infernetto, Roma",395000,5,190.0,,2,"Axa, Casal Palocco, Infernetto "
"Villa a schiera via Antonio Lotti, Infernetto, Roma",395000,5,145.0,,2,"Axa, Casal Palocco, Infernetto "
"Bilocale via Grumes, Infernetto, Roma",148500,2,45.0,2,,"Axa, Casal Palocco, Infernetto "
"Bilocale via Padre Massaruti, Casal Palocco, Roma",259000,2,73.0,,,"Axa, Casal Palocco, Infernetto "
"Villa all'asta via Ludovico Bellanda 9, Roma",159840,5+,148.0,,,"Axa, Casal Palocco, Infernetto "
"Villa unifamiliare via Amipsia, Casal Palocco, Roma",2590000,5+,680.0,,3+,"Axa, Casal Palocco, Infernetto "
"Quadrilocale via Democrito, Casal Palocco, Roma",539000,4,155.0,1,2,"Axa, Casal Palocco, Infernetto "
"Villa a schiera viale Gorgia di Leontini 260, Casal Palocco, Roma",389000,5,135.0,,2,"Axa, Casal Palocco, Infernetto "
"Villa a schiera via Ernesto Boezi, Infernetto, Roma",239000,3,80.0,,2,"Axa, Casal Palocco, Infernetto "
"Villa all'asta via di Valle Aurina 1/C, Roma",82500,4,106.0,,,"Axa, Casal Palocco, Infernetto "
"Villa unifamiliare via Villabassa, Infernetto, Roma",395000,5,90.0,,,"Axa, Casal Palocco, Infernetto "
"Trilocale via Cles, Infernetto, Roma",249000,3,90.0,,2,"Axa, Casal Palocco, Infernetto "
"Bilocale via grumes, Infernetto, Roma",148500,2,45.0,2,,"Axa, Casal Palocco, Infernetto "
"Bilocale via Grumes, Infernetto, Roma",148500,2,45.0,2,,"Axa, Casal Palocco, Infernetto "
"Villa plurifamiliare via Torcegno, Infernetto, Roma",389000,5+,180.0,,3,"Axa, Casal Palocco, Infernetto "
"Trilocale viale Prassilla, Casal Palocco, Roma",255000,3,80.0,2,2,"Axa, Casal Palocco, Infernetto "
"Villa unifamiliare via Apollonio Pergeo, Casal Palocco, Roma",660000,5,220.0,,3+,"Axa, Casal Palocco, Infernetto "
"Villa plurifamiliare via Teodoro Matteini, Casal Palocco, Roma",380000,5,220.0,,2,"Axa, Casal Palocco, Infernetto "
"Trilocale via Menandro, Axa, Roma",279000,3,99.0,0,,"Axa, Casal Palocco, Infernetto "
"Villa bifamiliare viale Alessandro Magno, Casal Palocco, Roma",670000,5+,300.0,,3,"Axa, Casal Palocco, Infernetto "
"Villa plurifamiliare via Gian Francesco Malipiero, Infernetto, Roma",465000,5+,180.0,,3,"Axa, Casal Palocco, Infernetto "
"Villa plurifamiliare via Ponte Gardena, Infernetto, Roma",379000,5+,180.0,,3,"Axa, Casal Palocco, Infernetto "
"Villa a schiera via Novaledo, Infernetto, Roma",329000,5+,190.0,,2,"Axa, Casal Palocco, Infernetto "
"Villa all'asta via Critolao, 7, Roma",240000,5+,250.0,,,"Axa, Casal Palocco, Infernetto "
"Villa plurifamiliare via Agatarco, Casal Palocco, Roma",550000,5+,230.0,,2,"Axa, Casal Palocco, Infernetto "
"Bilocale via Francesco Gioli, Casal Palocco, Roma",129000,2,70.0,1,,"Axa, Casal Palocco, Infernetto "
"Villa a schiera piazza Eschilo, Axa, Roma",480000,5+,294.0,,3+,"Axa, Casal Palocco, Infernetto "
"Villa bifamiliare via Ipponatte, Casal Palocco, Roma",799000,5+,300.0,,3+,"Axa, Casal Palocco, Infernetto "
"Appartamento all'asta via critolao, Roma",240000,,238.0,0,,"Axa, Casal Palocco, Infernetto "
"Villa plurifamiliare via Endeo, Casal Palocco, Roma",289000,4,145.0,,2,"Axa, Casal Palocco, Infernetto "
"Villa bifamiliare via Merano, Infernetto, Roma",390000,5+,152.0,,3,"Axa, Casal Palocco, Infernetto "
"Villa plurifamiliare via di Saponara 179, Casal Palocco, Roma",279000,4,130.0,,3,"Axa, Casal Palocco, Infernetto "
"Quadrilocale via della Cacciuta, 124, Infernetto, Roma",300000,4,133.0,1,2,"Axa, Casal Palocco, Infernetto "
"Bilocale largo Malles Venosta, Infernetto, Roma",169000,2,70.0,1,,"Axa, Casal Palocco, Infernetto "
"Trilocale via Evemero, Casal Palocco, Roma",299000,3,80.0,3,,"Axa, Casal Palocco, Infernetto "
"Villa plurifamiliare via Carlo Calcaterra, Infernetto, Roma",265000,5,130.0,,3,"Axa, Casal Palocco, Infernetto "
"Bilocale via Caines, Infernetto, Roma",150000,2,50.0,0,,"Axa, Casal Palocco, Infernetto "
"Bilocale via Stanislao Lista, Casal Palocco, Roma",150000,2,65.0,0,,"Axa, Casal Palocco, Infernetto "
"Villa bifamiliare via Francesco Saverio Bini 86, Casal Palocco, Roma",450000,5+,210.0,,3+,"Axa, Casal Palocco, Infernetto "
"Villa unifamiliare via Attilio Momigliano, Infernetto, Roma",350000,5,200.0,,,"Axa, Casal Palocco, Infernetto "
"Villa a schiera via Stesicoro, Axa, Roma",379000,4,122.0,,2,"Axa, Casal Palocco, Infernetto "
"Appartamento all'asta via di Valle Aurina 1C, Roma",82500,4,113.0,0,,"Axa, Casal Palocco, Infernetto "
"Villetta a schiera all'asta via Valle Aurina, 1, Roma",82500,5,113.0,,,"Axa, Casal Palocco, Infernetto "
"Villa all'asta via di Valle Aurina 1C, Roma",82500,5+,100.0,,,"Axa, Casal Palocco, Infernetto "
"Villa unifamiliare via Preore 46, Infernetto, Roma",650000,5+,330.0,,3,"Axa, Casal Palocco, Infernetto "
"Villa plurifamiliare via Giulio Bertoni, Infernetto, Roma",389000,4,160.0,,3,"Axa, Casal Palocco, Infernetto "
"Quadrilocale largo Callifonte, Casal Palocco, Roma",460000,4,120.0,1,2,"Axa, Casal Palocco, Infernetto "
"Trilocale via Evemero, Casal Palocco, Roma",249000,3,80.0,1,,"Axa, Casal Palocco, Infernetto "
"Villa unifamiliare via Brentonico 122, Infernetto, Roma",390000,5+,180.0,,3,"Axa, Casal Palocco, Infernetto "
"Villa plurifamiliare via Pietro Montani, Infernetto, Roma",279000,5,160.0,,3,"Axa, Casal Palocco, Infernetto "
"Villa plurifamiliare via Ermanno Wolf-Ferrari, Infernetto, Roma",459000,4,160.0,,3,"Axa, Casal Palocco, Infernetto "
"Villa plurifamiliare via Bocenago, Infernetto, Roma",459000,5,220.0,,3,"Axa, Casal Palocco, Infernetto "
"Villa plurifamiliare viale di Castel Porziano, Infernetto, Roma",390000,4,130.0,,3,"Axa, Casal Palocco, Infernetto "
"Villa bifamiliare via Giuseppe Zais, Casal Palocco, Roma",365000,5,153.0,,2,"Axa, Casal Palocco, Infernetto "
"Villa bifamiliare via Alessandro Rolla, Infernetto, Roma",465000,5+,200.0,,3,"Axa, Casal Palocco, Infernetto "
"Villa all'asta piazza Fonte Degli Acilii, Roma",143400,4,146.0,,,"Axa, Casal Palocco, Infernetto "
"Villa bifamiliare via Antonio Scontrino, Infernetto, Roma",579000,5+,200.0,,3+,"Axa, Casal Palocco, Infernetto "
"Villa bifamiliare via Giuseppe Zais, Casal Palocco, Roma",365000,5,153.0,,2,"Axa, Casal Palocco, Infernetto "
"Villa plurifamiliare via Lauregno 98, Infernetto, Roma",359000,5+,195.0,,3+,"Axa, Casal Palocco, Infernetto "
"Villa plurifamiliare via Anterivo, Infernetto, Roma",385000,5+,188.0,,2,"Axa, Casal Palocco, Infernetto "
"Bilocale via Giacinto Bicurin, Casal Palocco, Roma",160000,2,55.0,2,,"Axa, Casal Palocco, Infernetto "
"Villa bifamiliare via Dobbiaco, Infernetto, Roma",389000,5+,255.0,,3,"Axa, Casal Palocco, Infernetto "
"Appartamento via di Acilia 221, Acilia, Roma",330000,5,95.0,6,2,"Axa, Casal Palocco, Infernetto "
"Villa plurifamiliare via Gino Marinuzzi, Infernetto, Roma",499000,5,160.0,,3,"Axa, Casal Palocco, Infernetto "
"Villa unifamiliare via Mirone 43, Axa, Roma",1450000,5+,340.0,,3+,"Axa, Casal Palocco, Infernetto "
