Title,Price,N_Rooms,Square_meters,Floors,BathRooms,Neighborhood
"Appartamento all'asta viale Glorioso , 14/A, Roma",726838,5+,201.0,0,,"Testaccio, Trastevere "
"Appartamento via degli Orti di Trastevere, Trastevere, Roma",850000,5+,167.0,5,2,"Testaccio, Trastevere "
"Bilocale via della Luce, Trastevere, Roma",580000,2,66.0,2,,"Testaccio, Trastevere "
"Appartamento all'asta via Giuseppe Parini 2, Roma",210000,4,78.0,3,,"Testaccio, Trastevere "
"Appartamento all'asta via Giuseppe Parini 2, Roma",209990,2,79.0,,,"Testaccio, Trastevere "
"Appartamento all'asta via Giuseppe Parini 2, Roma",209990,2,78.0,3,,"Testaccio, Trastevere "
"Bilocale vicolo di Santa Margherita 11, Trastevere, Roma",530000,2,70.0,2,,"Testaccio, Trastevere "
"Trilocale piazza dell'Emporio 16, Testaccio, Roma",590000,3,104.0,1,2,"Testaccio, Trastevere "
"Bilocale via Mastro Giorgio, Testaccio, Roma",495000,2,75.0,3,2,"Testaccio, Trastevere "
"Appartamento all'asta via Giuseppe Parini 2, Roma",210000,3,79.0,3,,"Testaccio, Trastevere "
"Trilocale via Romolo Gessi 1, Testaccio, Roma",540000,3,85.0,3,,"Testaccio, Trastevere "
"Bilocale Lungotevere Testaccio 30, Testaccio, Roma",219000,2,53.0,S,,"Testaccio, Trastevere "
"Trilocale via Marmorata 169, Testaccio, Roma",460000,3,86.0,4,,"Testaccio, Trastevere "
"Trilocale via Alessandro Volta, Testaccio, Roma",850000,3,122.0,1,2,"Testaccio, Trastevere "
"Appartamento via Portuense 110, Trastevere, Roma",500000,5,146.0,4,2,"Testaccio, Trastevere "
"Appartamento Lungotevere degli Artigiani 10, Trastevere, Roma",420000,5+,137.0,2,2,"Testaccio, Trastevere "
"Appartamento Lungotevere degli Artigiani 10, Trastevere, Roma",460000,5+,137.0,3,2,"Testaccio, Trastevere "
"Attico piazza Trilussa, Trastevere, Roma",1150000,5,145.0,2,2,"Testaccio, Trastevere "
"Attico piazza in Piscinula, Trastevere, Roma",2175000,5,250.0,3,3,"Testaccio, Trastevere "
"Villa unifamiliare piazza in Piscinula, Trastevere, Roma",10500000,5+,1.51,,3+,"Testaccio, Trastevere "
"Trilocale via Roma Libera, Trastevere, Roma",590000,3,110.0,3,,"Testaccio, Trastevere "
"Trilocale via Crescenzo del Monte 26, Trastevere, Roma",380000,3,93.0,5,,"Testaccio, Trastevere "
"Trilocale viale di Trastevere, Trastevere, Roma",475000,3,98.0,4,2,"Testaccio, Trastevere "
"Bilocale via Dandolo, 51, Trastevere, Roma",285000,2,69.0,0,,"Testaccio, Trastevere "
"Bilocale via Francesco Benaglia, Trastevere, Roma",413000,2,75.0,3,,"Testaccio, Trastevere "
"Trilocale via Ippolito Nievo, Trastevere, Roma",573000,3,120.0,7,2,"Testaccio, Trastevere "
"Bilocale via Carlo Porta, Trastevere, Roma",299000,2,70.0,1,,"Testaccio, Trastevere "
"Attico via di san francesco a ripa, Trastevere, Roma",750000,3,93.0,5,2,"Testaccio, Trastevere "
"Trilocale Vai Portuense,96 B-F, Trastevere, Roma",320000,3,110.0,5,2,"Testaccio, Trastevere "
"Bilocale Vai Portuense,96 B-F, Trastevere, Roma",275800,2,86.0,3,,"Testaccio, Trastevere "
"Bilocale via Amerigo Vespucci 16, Testaccio, Roma",280000,2,50.0,1,,"Testaccio, Trastevere "
"Appartamento all'asta viale Glorioso, 14, 00153 Roma RM, Roma",726838,,,0,,"Testaccio, Trastevere "
"Appartamento all'asta viale Glorioso 14/A, Roma",726838,5+,150.0,0,,"Testaccio, Trastevere "
"Bilocale via Portuense 110, Trastevere, Roma",299000,2,70.0,1,,"Testaccio, Trastevere "
"Trilocale viale di Trastevere 70, Trastevere, Roma",379000,3,100.0,2,,"Testaccio, Trastevere "
"Trilocale via Panfilo Castaldi, Trastevere, Roma",475000,3,118.0,1,2,"Testaccio, Trastevere "
"Appartamento all'asta viale Glorioso 14, Roma",726838,5+,240.0,,,"Testaccio, Trastevere "
"Trilocale via Natale del Grande, Trastevere, Roma",650000,3,100.0,4,,"Testaccio, Trastevere "
"Appartamento all'asta viale Glorioso 14A, Roma",726838,5,135.0,0,,"Testaccio, Trastevere "
"Appartamento all'asta viale Glorioso 14/A, Roma",726830,2,135.0,0,,"Testaccio, Trastevere "
"Appartamento all'asta viale Glorioso, Roma",726838,3,80.0,1,,"Testaccio, Trastevere "
"Appartamento all'asta viale Glorioso 14/A, Roma",726838,2,150.0,0,,"Testaccio, Trastevere "
"Appartamento all'asta viale Glorioso , 14/A, Roma",726838,5+,200.0,1,,"Testaccio, Trastevere "
"Appartamento all'asta viale Glorioso 14A, Roma",726838,5+,65.0,0,,"Testaccio, Trastevere "
"Bilocale via Francesco Benaglia 10, Trastevere, Roma",350000,2,78.0,3,,"Testaccio, Trastevere "
"Trilocale via di San Francesco a Ripa, Trastevere, Roma",665000,3,87.0,4,,"Testaccio, Trastevere "
"Trilocale via Ripense, Trastevere, Roma",750000,3,100.0,1,2,"Testaccio, Trastevere "
"Loft piazza di Santa Rufina, Trastevere, Roma",350000,2,40.0,0,,"Testaccio, Trastevere "
"Trilocale via Ippolito Nievo 62, Trastevere, Roma",470000,3,120.0,7,2,"Testaccio, Trastevere "
"Bilocale via Angelo Bellani, Trastevere, Roma",288000,2,77.0,1,,"Testaccio, Trastevere "
"Trilocale salita di Sant'Onofrio 11, Trastevere, Roma",648000,3,108.0,1,,"Testaccio, Trastevere "
"Trilocale via Del Porto Fluviale 36, Ostiense, Roma",375000,3,105.0,0,,"Testaccio, Trastevere "
"Trilocale via Luca della Robbia, Testaccio, Roma",450000,3,85.0,4,,"Testaccio, Trastevere "
"Bilocale via Nicol� Bettoni, Trastevere, Roma",455000,2,62.0,2,,"Testaccio, Trastevere "
"Quadrilocale viale TRASTEVERE, Trastevere, Roma",820000,4,145.0,3,2,"Testaccio, Trastevere "
"Trilocale viale di Trastevere, Trastevere, Roma",330000,3,60.0,5,,"Testaccio, Trastevere "
"Bilocale piazza di Santa Maria Liberatrice, Testaccio, Roma",320000,2,60.0,2,,"Testaccio, Trastevere "
"Quadrilocale viale di Trastevere, Trastevere, Roma",699000,4,125.0,4,2,"Testaccio, Trastevere "
"Bilocale via Napoleone Parboni 12, Trastevere, Roma",495000,2,62.0,2,,"Testaccio, Trastevere "
"Appartamento via Goffredo Mameli 4, Trastevere, Roma",699000,5,229.0,,2,"Testaccio, Trastevere "
"Appartamento via Goffredo Mameli 4, Trastevere, Roma",699000,5,229.0,,2,"Testaccio, Trastevere "
"Bilocale viale di Trastevere, Trastevere, Roma",250000,2,52.0,6,,"Testaccio, Trastevere "
"Quadrilocale Lungotevere Portuense, Trastevere, Roma",720000,4,125.0,8,2,"Testaccio, Trastevere "
"Quadrilocale via Ergisto Bezzi, Trastevere, Roma",569000,4,120.0,1,2,"Testaccio, Trastevere "
"Trilocale via Portuense 110, Trastevere, Roma",450000,3,95.0,2,,"Testaccio, Trastevere "
"Bilocale via Ginori 7, Testaccio, Roma",259000,2,50.0,0,,"Testaccio, Trastevere "
"Trilocale via della Scala 35, Trastevere, Roma",780000,3,95.0,2,2,"Testaccio, Trastevere "
"Bilocale via Luca della Robbia, Testaccio, Roma",230000,2,50.0,3,,"Testaccio, Trastevere "
"Appartamento piazza della Rovere, Trastevere, Roma",720000,5+,90.0,1,2,"Testaccio, Trastevere "
"Bilocale via Nicol� Bettoni, Trastevere, Roma",425000,2,60.0,8,,"Testaccio, Trastevere "
"Appartamento via della Paglia, Trastevere, Roma",1300000,5,160.0,2,3+,"Testaccio, Trastevere "
"Monolocale via del Politeama, Trastevere, Roma",280000,,20.0,0,,"Testaccio, Trastevere "
"Trilocale Lungotevere Testaccio, Testaccio, Roma",368000,3,78.0,3,,"Testaccio, Trastevere "
"Trilocale via luciano manara, Trastevere, Roma",795000,3,116.0,2,2,"Testaccio, Trastevere "
"Bilocale via Galileo Ferraris 9, Testaccio, Roma",249000,2,40.0,0,,"Testaccio, Trastevere "
"Bilocale via Galileo Ferraris, Testaccio, Roma",310000,2,70.0,0,,"Testaccio, Trastevere "
"Trilocale viale di Trastevere 301, Trastevere, Roma",585000,3,130.0,7,2,"Testaccio, Trastevere "
"Villa unifamiliare Passeggiata del Gianicolo 7, Trastevere, Roma",5900000,5+,1.068,,3+,"Testaccio, Trastevere "
"Appartamento via Ettore Rolli, Trastevere, Roma",379000,,92.0,5,2,"Testaccio, Trastevere "
"Appartamento via dell'Arco de Tolomei, Trastevere, Roma",1500000,5+,164.0,1,2,"Testaccio, Trastevere "
"Bilocale via Luigi Vanvitelli 31, Testaccio, Roma",209000,2,50.0,0,2,"Testaccio, Trastevere "
"Appartamento via dell'Arco de Tolomei, Trastevere, Roma",2100000,5+,262.0,1,3,"Testaccio, Trastevere "
"Trilocale via dell'Arco de Tolomei, Trastevere, Roma",700000,3,98.0,1,,"Testaccio, Trastevere "
"Quadrilocale vicolo del Cedro, Trastevere, Roma",920000,4,65.0,1,2,"Testaccio, Trastevere "
"Attico largo Alessandro Toja 5, Trastevere, Roma",595000,2,102.0,7,2,"Testaccio, Trastevere "
"Appartamento via Nicola Zabaglia, Testaccio, Roma",379000,5,93.0,1,,"Testaccio, Trastevere "
"Appartamento 50 m�, Testaccio, Roma",349000,,50.0,2,,"Testaccio, Trastevere "
"Trilocale via Delle Mura Gianicolensi, Trastevere, Roma",690000,3,148.0,1,,"Testaccio, Trastevere "
"Terratetto plurifamiliare piazza di San Giovanni della Malva, Trastevere, Roma",3700000,,650.0,,,"Testaccio, Trastevere "
"Quadrilocale viale Glorioso 29, Trastevere, Roma",549000,4,110.0,0,,"Testaccio, Trastevere "
"Trilocale via Luigi Santini, Trastevere, Roma",598000,3,85.0,3,,"Testaccio, Trastevere "
"Quadrilocale buono stato, secondo piano, Trastevere, Roma",530000,4,120.0,2,2,"Testaccio, Trastevere "
"Quadrilocale viale di Trastevere, Trastevere, Roma",840000,4,108.0,1,2,"Testaccio, Trastevere "
"Attico via della Lungaretta, Trastevere, Roma",1020000,3,110.0,3,2,"Testaccio, Trastevere "
"Trilocale via Carlo Porta, Trastevere, Roma",349000,3,75.0,3,,"Testaccio, Trastevere "
"Trilocale via di San Francesco a Ripa, Trastevere, Roma",595000,3,110.0,4,,"Testaccio, Trastevere "
"Attico via di San Cosimato, Trastevere, Roma",600000,3,95.0,3,2,"Testaccio, Trastevere "
"Attico via di San Cosimato, Trastevere, Roma",600000,3,95.0,3,2,"Testaccio, Trastevere "
"Bilocale vicolo di Sant'Agata, Trastevere, Roma",250000,2,39.0,0,,"Testaccio, Trastevere "
"Trilocale via Galileo Ferraris 2, Testaccio, Roma",380000,3,95.0,3,,"Testaccio, Trastevere "
"Bilocale via Mastro Giorgio, 8, Testaccio, Roma",315000,2,50.0,1,,"Testaccio, Trastevere "
"Appartamento piazza Di San Calisto, Trastevere, Roma",1790000,5+,200.0,2,2,"Testaccio, Trastevere "
"Quadrilocale via degli Orti di Trastevere 34, Trastevere, Roma",690000,4,200.0,0,2,"Testaccio, Trastevere "
"Trilocale salita di Sant'Onofrio, Trastevere, Roma",650000,3,101.0,0,,"Testaccio, Trastevere "
"Monolocale vicolo del Bologna 23, Trastevere, Roma",178000,,15.0,3,,"Testaccio, Trastevere "
"Attico via Giovanni Battista Bodoni, Testaccio, Roma",549000,3,79.0,5,,"Testaccio, Trastevere "
"Quadrilocale via Benedetta, Trastevere, Roma",990000,4,108.0,2,2,"Testaccio, Trastevere "
"Appartamento via Emilio Morosini 14, Trastevere, Roma",25000,,25.0,7,,"Testaccio, Trastevere "
"Quadrilocale via Romolo Gessi, Testaccio, Roma",525000,4,94.0,3,2,"Testaccio, Trastevere "
"Trilocale via Marmorata 169, Testaccio, Roma",420000,3,87.0,1,,"Testaccio, Trastevere "
"Bilocale via Alessandro Volta, Testaccio, Roma",315000,2,73.0,0,,"Testaccio, Trastevere "
"Appartamento Lungotevere Raffaello Sanzio 5, Trastevere, Roma",1050000,5,155.0,,2,"Testaccio, Trastevere "
"Quadrilocale via Bartolomeo Galletti, Trastevere, Roma",678000,4,100.0,0,2,"Testaccio, Trastevere "
"Quadrilocale via Portuense 104, Trastevere, Roma",470000,4,106.0,8,2,"Testaccio, Trastevere "
"Bilocale vicolo del Cedro 28, Trastevere, Roma",297000,2,47.0,0,,"Testaccio, Trastevere "
"Trilocale via Giovanni Battista Bodoni, Testaccio, Roma",429000,3,85.0,2,,"Testaccio, Trastevere "
"Appartamento via degli Orti di Trastevere, Trastevere, Roma",570000,5,118.0,2,2,"Testaccio, Trastevere "
"Quadrilocale via ettore rolli, Trastevere, Roma",409000,4,111.0,2,2,"Testaccio, Trastevere "
"Quadrilocale via degli Orti di Trastevere, Trastevere, Roma",270000,4,49.0,0,,"Testaccio, Trastevere "
"Bilocale via dei Fienaroli, Trastevere, Roma",420000,2,58.0,0,2,"Testaccio, Trastevere "
"Quadrilocale via degli Orti di Trastevere 86, Trastevere, Roma",599000,4,121.0,3,2,"Testaccio, Trastevere "
"Bilocale via degli Orti di Trastevere, Trastevere, Roma",490000,2,80.0,1,,"Testaccio, Trastevere "
"Bilocale via Aldo Manuzio, Testaccio, Roma",354000,2,45.0,2,,"Testaccio, Trastevere "
"Trilocale ottimo stato, quarto piano, Trastevere, Roma",495000,3,95.0,4,,"Testaccio, Trastevere "
"Trilocale via federico rosazza, Trastevere, Roma",359000,3,80.0,4,,"Testaccio, Trastevere "
"Bilocale vicolo del Cedro, Trastevere, Roma",485000,2,38.0,2,,"Testaccio, Trastevere "
"Quadrilocale via Napoleone Parboni, Trastevere, Roma",1350000,4,147.0,,2,"Testaccio, Trastevere "
"Bilocale via Antonio Pacinotti 81, Marconi, Roma",335000,2,63.0,2,,"Testaccio, Trastevere "
"Quadrilocale Lungotevere degli Artigiani 32, Trastevere, Roma",370000,4,100.0,1,,"Testaccio, Trastevere "
"Attico piazza di Santa Maria in Trastevere, Trastevere, Roma",499000,5+,145.0,5,2,"Testaccio, Trastevere "
"Terratetto unifamiliare via della Pelliccia, Trastevere, Roma",1800000,4,211.0,,3,"Testaccio, Trastevere "
"Trilocale piazza Trilussa, Trastevere, Roma",939000,3,110.0,1,,"Testaccio, Trastevere "
"Trilocale via Ginori, Testaccio, Roma",720000,3,120.0,4,2,"Testaccio, Trastevere "
"Bilocale vicolo del Cedro, Trastevere, Roma",390000,2,43.0,1,,"Testaccio, Trastevere "
"Attico via Benedetto Musolino, Trastevere, Roma",1140000,3,167.0,7,,"Testaccio, Trastevere "
"Quadrilocale via Natale del Grande, Trastevere, Roma",595000,4,101.0,4,2,"Testaccio, Trastevere "
"Monolocale ottimo stato, piano terra, Trastevere, Roma",420000,,59.0,0,,"Testaccio, Trastevere "
"Quadrilocale via Ergisto Bezzi, Trastevere, Roma",569000,4,119.0,1,2,"Testaccio, Trastevere "
"Quadrilocale via dell'Olmetto, Trastevere, Roma",1200000,4,126.0,1,2,"Testaccio, Trastevere "
"Bilocale Lungotevere Portuense, Trastevere, Roma",365000,2,68.0,5,,"Testaccio, Trastevere "
"Trilocale via Angelo Tittoni, Trastevere, Roma",460000,3,80.0,5,,"Testaccio, Trastevere "
"Bilocale via dei Fienaroli, Trastevere, Roma",320000,2,52.0,0,,"Testaccio, Trastevere "
"Quadrilocale via Panfilo Castaldi, Trastevere, Roma",650000,4,140.0,7,3,"Testaccio, Trastevere "
"Quadrilocale via Ergisto Bezzi, Trastevere, Roma",589000,4,120.0,1,2,"Testaccio, Trastevere "
"Quadrilocale via dei Fienaroli, Trastevere, Roma",790000,4,88.0,1,,"Testaccio, Trastevere "
"Quadrilocale via Barisano da Trani 16, Trastevere, Roma",610000,4,103.0,6,2,"Testaccio, Trastevere "
"Quadrilocale via Luciano Manara, Trastevere, Roma",949000,4,130.0,2,3,"Testaccio, Trastevere "
"Appartamento all'asta viale Glorioso 14A, Roma",726838,3,150.0,0,,"Testaccio, Trastevere "
"Appartamento via Benedetto Musolino 23, Trastevere, Roma",683000,5,190.0,3,2,"Testaccio, Trastevere "
"Quadrilocale via Ergisto Bezzi, Trastevere, Roma",569000,4,120.0,1,2,"Testaccio, Trastevere "
"Quadrilocale Lungotevere degli Artigiani, Trastevere, Roma",320000,4,125.0,4,2,"Testaccio, Trastevere "
"Attico via dei Conciatori, Ostiense, Roma",1200000,5+,256.0,6,3,"Testaccio, Trastevere "
"Appartamento all'asta viale Glorioso, 14, Roma",726838,5+,135.0,0,,"Testaccio, Trastevere "
"Appartamento all'asta viale Glorioso 14/A, Roma",726838,4,80.0,0,,"Testaccio, Trastevere "
"Appartamento all'asta viale Glorioso, Roma",726838,4,130.0,,,"Testaccio, Trastevere "
"Bilocale vicolo del Bologna, Trastevere, Roma",425000,2,50.0,1,,"Testaccio, Trastevere "
"Quadrilocale via Filippo Chiappini 16, Trastevere, Roma",379000,4,100.0,5,2,"Testaccio, Trastevere "
"Attico da ristrutturare, 400 m�, Trastevere, Roma",3500000,5+,400.0,2,3+,"Testaccio, Trastevere "
"Terratetto unifamiliare via di Santa Dorotea, Trastevere, Roma",4500000,5+,560.0,,3+,"Testaccio, Trastevere "
"Appartamento via Gaetano Sacchi 20, Trastevere, Roma",599000,5,160.0,4,2,"Testaccio, Trastevere "
"Trilocale via della Lungarina, Trastevere, Roma",900000,3,153.0,0,2,"Testaccio, Trastevere "
"Appartamento via Nicola Fabrizi, Trastevere, Roma",560000,5,145.0,0,3+,"Testaccio, Trastevere "
"Bilocale vicolo di Santa Margherita, Trastevere, Roma",384000,2,65.0,0,,"Testaccio, Trastevere "
"Quadrilocale via degli Stradivari 21, Trastevere, Roma",380000,4,98.0,1,2,"Testaccio, Trastevere "
"Quadrilocale vicolo dei Tabacchi, Trastevere, Roma",750000,4,115.0,1,2,"Testaccio, Trastevere "
"Appartamento via Dandolo, Trastevere, Roma",1190000,5+,166.0,1,2,"Testaccio, Trastevere "
"Bilocale via dell'Arco di San Calisto, Trastevere, Roma",590000,2,66.0,2,,"Testaccio, Trastevere "
"Bilocale Vai Portuense,96 B-F, Trastevere, Roma",305000,2,93.0,7,2,"Testaccio, Trastevere "
"Trilocale via Cesare Pascarella,55, Trastevere, Roma",431300,3,145.0,5,2,"Testaccio, Trastevere "
"Trilocale via Cesare Pascarella,55, Trastevere, Roma",440000,3,124.0,3,2,"Testaccio, Trastevere "
"Trilocale piazza della Rovere, Trastevere, Roma",590000,3,74.0,2,2,"Testaccio, Trastevere "
"Trilocale piazza della Rovere, Trastevere, Roma",590000,3,74.0,2,2,"Testaccio, Trastevere "
"Trilocale via Giovanni da Castel Bolognese,35, Trastevere, Roma",376000,3,115.0,5,,"Testaccio, Trastevere "
"Bilocale via Degli Stradivari,14, Trastevere, Roma",315000,2,82.0,8,,"Testaccio, Trastevere "
"Quadrilocale via Degli Stradivari,14, Trastevere, Roma",477000,4,130.0,1,2,"Testaccio, Trastevere "
"Bilocale vicolo santa Margherita,14-17-20, Trastevere, Roma",384000,2,65.0,0,,"Testaccio, Trastevere "
"Appartamento via Degli Stradivari,14, Trastevere, Roma",492000,5,140.0,1,2,"Testaccio, Trastevere "
"Bilocale via Degli Stradivari,14, Trastevere, Roma",272000,2,82.0,S,,"Testaccio, Trastevere "
"Quadrilocale via Degli Stradivari,14, Trastevere, Roma",550000,4,130.0,7,2,"Testaccio, Trastevere "
"Quadrilocale via Degli Stradivari,14, Trastevere, Roma",540000,4,130.0,6,2,"Testaccio, Trastevere "
"Quadrilocale via Degli Stradivari,14, Trastevere, Roma",470000,4,130.0,2,2,"Testaccio, Trastevere "
"Quadrilocale via Degli Stradivari,14, Trastevere, Roma",525000,4,133.0,5,,"Testaccio, Trastevere "
"Quadrilocale via Degli Stradivari,14, Trastevere, Roma",480000,4,133.0,3,2,"Testaccio, Trastevere "
"Trilocale via Alessandro Volta 62c, Testaccio, Roma",480000,3,108.0,1,,"Testaccio, Trastevere "
"Attico via Vincenzo Tiberio, Fleming, Roma",3300000,5+,350.0,5,3+,"Corso Francia, Vigna Clara, Fleming, Ponte Milvio "
"Quadrilocale corso di Francia, Vigna Clara - Vigna Stelluti, Roma",280000,4,90.0,S,2,"Corso Francia, Vigna Clara, Fleming, Ponte Milvio "
"Attico largo Di Vigna Stelluti, Vigna Clara - Vigna Stelluti, Roma",1990000,5+,330.0,7,3+,"Corso Francia, Vigna Clara, Fleming, Ponte Milvio "
"Appartamento via Flaminia Nuova, Fleming, Roma",570000,5+,167.0,2,2,"Corso Francia, Vigna Clara, Fleming, Ponte Milvio "
"Trilocale via Flaminia, Fleming, Roma",450000,3,85.0,3,2,"Corso Francia, Vigna Clara, Fleming, Ponte Milvio "
"Attico via Marco Besso, 40, Vigna Clara - Vigna Stelluti, Roma",489000,4,77.0,5,,"Corso Francia, Vigna Clara, Fleming, Ponte Milvio "
"Trilocale largo di Vigna Stelluti 12, Vigna Clara - Vigna Stelluti, Roma",579000,3,112.0,3,2,"Corso Francia, Vigna Clara, Fleming, Ponte Milvio "
"Appartamento via Dei Giuochi Istmici, Vigna Clara - Vigna Stelluti, Roma",1020000,5+,231.0,4,3,"Corso Francia, Vigna Clara, Fleming, Ponte Milvio "
"Villa unifamiliare Ponte Milvio, Ponte Milvio, Roma",3450000,5+,580.0,,3+,"Corso Francia, Vigna Clara, Fleming, Ponte Milvio "
"Attico via di Vigna Stelluti, Vigna Clara - Vigna Stelluti, Roma",1990000,5+,330.0,5,3+,"Corso Francia, Vigna Clara, Fleming, Ponte Milvio "
"Attico via Cesare Ferrero Di Cambiano, Vigna Clara - Vigna Stelluti, Roma",1090000,4,200.0,3,2,"Corso Francia, Vigna Clara, Fleming, Ponte Milvio "
"Bilocale via Flaminia Nuova, Fleming, Roma",170000,2,50.0,S,,"Corso Francia, Vigna Clara, Fleming, Ponte Milvio "
"Appartamento all'asta via della Farnesina, 73, 00135 Roma Italia, Roma",316500,4,177.0,2,,"Corso Francia, Vigna Clara, Fleming, Ponte Milvio "
"Quadrilocale via Flaminia 691, Fleming, Roma",675000,4,150.0,3,2,"Corso Francia, Vigna Clara, Fleming, Ponte Milvio "
"Attico piazzale di Ponte Milvio, Ponte Milvio, Roma",2500000,4,350.0,5,3+,"Corso Francia, Vigna Clara, Fleming, Ponte Milvio "
"Appartamento via Vincenzo Tiberio, Fleming, Roma",1430000,5+,285.0,2,3+,"Corso Francia, Vigna Clara, Fleming, Ponte Milvio "
"Attico via di Vigna Stelluti, Vigna Clara - Vigna Stelluti, Roma",1990000,5+,330.0,5,3+,"Corso Francia, Vigna Clara, Fleming, Ponte Milvio "
"Appartamento via Monterosi 40, Fleming, Roma",495000,5,150.0,1,2,"Corso Francia, Vigna Clara, Fleming, Ponte Milvio "
"Trilocale via Bevagna 114, Fleming, Roma",460000,3,135.0,1,2,"Corso Francia, Vigna Clara, Fleming, Ponte Milvio "
"Appartamento via Raffaele Cappelli 35, Fleming, Roma",595000,5,165.0,2,2,"Corso Francia, Vigna Clara, Fleming, Ponte Milvio "
"Quadrilocale via Guido Banti, Fleming, Roma",630000,4,150.0,3,2,"Corso Francia, Vigna Clara, Fleming, Ponte Milvio "
"Quadrilocale ottimo stato, terzo piano, Ponte Milvio, Roma",695000,4,120.0,3,2,"Corso Francia, Vigna Clara, Fleming, Ponte Milvio "
"Appartamento all'asta via della Farnesina 73, Roma",316500,4,177.0,6,,"Corso Francia, Vigna Clara, Fleming, Ponte Milvio "
"Appartamento via Castelfranco Veneto, Fleming, Roma",480000,5,120.0,0,2,"Corso Francia, Vigna Clara, Fleming, Ponte Milvio "
"Quadrilocale largo Maresciallo Armando Diaz, Ponte Milvio, Roma",599000,4,101.0,4,2,"Corso Francia, Vigna Clara, Fleming, Ponte Milvio "
"Attico via Cesare Ferrero Di Cambiano, Vigna Clara - Vigna Stelluti, Roma",1250000,5,250.0,4,3,"Corso Francia, Vigna Clara, Fleming, Ponte Milvio "
"Quadrilocale ottimo stato, secondo piano, Ponte Milvio, Roma",670000,4,125.0,2,2,"Corso Francia, Vigna Clara, Fleming, Ponte Milvio "
"Appartamento via Della Farnesina 212, Vigna Clara - Vigna Stelluti, Roma",1250000,5+,228.0,4,3,"Corso Francia, Vigna Clara, Fleming, Ponte Milvio "
"Bilocale via Pompeo Neri 8, Vigna Clara - Vigna Stelluti, Roma",289000,2,63.0,S,,"Corso Francia, Vigna Clara, Fleming, Ponte Milvio "
"Trilocale Tuscia, Fleming, Roma",360000,3,75.0,1,,"Corso Francia, Vigna Clara, Fleming, Ponte Milvio "
"Bilocale via Angelo Messedaglia, Fleming, Roma",315000,2,60.0,3,,"Corso Francia, Vigna Clara, Fleming, Ponte Milvio "
"Trilocale via Francesco Saverio Nitti, Fleming, Roma",594000,3,115.0,6,2,"Corso Francia, Vigna Clara, Fleming, Ponte Milvio "
"Quadrilocale via Cassia, Vigna Clara - Vigna Stelluti, Roma",594000,4,115.0,2,2,"Corso Francia, Vigna Clara, Fleming, Ponte Milvio "
"Attico via Citt� della Pieve, Fleming, Roma",725000,5,150.0,4,2,"Corso Francia, Vigna Clara, Fleming, Ponte Milvio "
"Quadrilocale via Flaminia, Ponte Milvio, Roma",1800000,4,190.0,5,3,"Corso Francia, Vigna Clara, Fleming, Ponte Milvio "
"Trilocale via Cassia 30, Ponte Milvio, Roma",850000,3,150.0,5,2,"Corso Francia, Vigna Clara, Fleming, Ponte Milvio "
"Trilocale via Citt� di Castello 14, Fleming, Roma",420000,3,103.0,3,,"Corso Francia, Vigna Clara, Fleming, Ponte Milvio "
"Bilocale buono stato, piano terra, Fleming, Roma",385000,2,77.0,0,2,"Corso Francia, Vigna Clara, Fleming, Ponte Milvio "
"Attico via Bartolomeo Gosio, Fleming, Roma",1580000,4,267.0,4,3+,"Corso Francia, Vigna Clara, Fleming, Ponte Milvio "
"Appartamento corso di Francia 178, Fleming, Roma",720000,5+,155.0,5,2,"Corso Francia, Vigna Clara, Fleming, Ponte Milvio "
"Appartamento all'asta via della Farnesina, Roma",316500,5+,177.0,1,,"Corso Francia, Vigna Clara, Fleming, Ponte Milvio "
"Attico via Cassia 118, Vigna Clara - Vigna Stelluti, Roma",1800000,5+,270.0,6,3+,"Corso Francia, Vigna Clara, Fleming, Ponte Milvio "
"Quadrilocale piazza Filippo Carli, Vigna Clara - Vigna Stelluti, Roma",490000,4,110.0,3,2,"Corso Francia, Vigna Clara, Fleming, Ponte Milvio "
"Appartamento via della Farnesina, Camilluccia - Farnesina, Roma",1150000,5+,262.0,,3,"Corso Francia, Vigna Clara, Fleming, Ponte Milvio "
"Appartamento via Marco Besso 32, Vigna Clara - Vigna Stelluti, Roma",290000,5,125.0,0,2,"Corso Francia, Vigna Clara, Fleming, Ponte Milvio "
"Appartamento via Valdagno 10, Fleming, Roma",569000,5+,140.0,4,2,"Corso Francia, Vigna Clara, Fleming, Ponte Milvio "
"Bilocale via della Farnesina, Camilluccia - Farnesina, Roma",515000,2,77.0,5,,"Corso Francia, Vigna Clara, Fleming, Ponte Milvio "
"Quadrilocale piazza dei Giuochi Delfici , 26, Vigna Clara - Vigna Stelluti, Roma",550000,4,77.0,2,2,"Corso Francia, Vigna Clara, Fleming, Ponte Milvio "
"Appartamento via Nemea, Vigna Clara - Vigna Stelluti, Roma",2100000,5+,396.0,1,3+,"Corso Francia, Vigna Clara, Fleming, Ponte Milvio "
"Appartamento via Gerolamo Belloni 80, Vigna Clara - Vigna Stelluti, Roma",675000,5,173.0,,2,"Corso Francia, Vigna Clara, Fleming, Ponte Milvio "
"Appartamento via della Farnesina, Camilluccia - Farnesina, Roma",549000,5+,157.0,0,3,"Corso Francia, Vigna Clara, Fleming, Ponte Milvio "
"Appartamento all'asta via della Farnesina 73, Roma",316500,4,177.0,6,,"Corso Francia, Vigna Clara, Fleming, Ponte Milvio "
